.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
84 76 0
84 76 0
85 75 0
86 74 0
88 72 0
91 70 0
93 68 0
95 65 0
96 62 0
96 58 0
100 54 0
102 51 0
103 48 0
104 47 0
104 45 0
104 44 0
103 44 0
102 44 0
100 46 0
99 47 0
97 49 0
96 52 0
95 55 0
94 59 0
94 64 0
94 67 0
94 72 0
94 74 0
94 78 0
94 82 0
95 87 0
95 91 0
95 93 0
95 96 0
95 100 0
95 102 0
95 103 0
95 105 0
95 106 0
95 107 0
95 106 0
95 105 0
95 104 0
95 102 0
95 99 0
95 98 0
96 96 0
97 93 0
98 91 0
99 90 0
99 89 0
99 88 0
100 88 0
100 87 0
101 87 0
102 86 0
103 86 0
105 86 0
107 86 0
109 86 0
110 86 0
111 86 0
111 88 0
112 88 0
113 90 0
114 92 0
115 95 0
116 96 0
117 99 0
117 101 0
117 103 0
117 105 0
116 107 0
116 109 0
115 110 0
114 111 0
113 112 0
112 112 0
111 112 0
109 112 0
108 112 0
107 112 0
106 112 0
105 112 0
103 111 0
102 111 0
101 110 0
100 110 0
99 110 0
98 109 0
97 109 0
96 109 0
95 109 0
96 109 0
96 107 0
.PEN_UP
