.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
79 97 0
79 97 0
80 96 0
81 94 0
82 91 0
84 87 0
85 84 0
87 78 0
88 74 0
88 71 0
88 69 0
88 66 0
88 63 0
88 61 0
88 59 0
88 58 0
87 58 0
87 56 0
86 55 0
85 54 0
85 53 0
84 53 0
83 54 0
81 56 0
81 57 0
80 59 0
80 60 0
80 61 0
80 63 0
80 65 0
81 66 0
82 66 0
83 66 0
85 66 0
86 66 0
87 66 0
89 66 0
90 66 0
91 66 0
92 66 0
93 66 0
94 66 0
96 66 0
97 66 0
98 66 0
99 66 0
100 66 0
101 66 0
102 66 0
103 66 0
104 66 0
105 66 0
106 66 0
106 67 0
106 68 0
105 70 0
105 72 0
104 74 0
104 75 0
104 77 0
104 78 0
104 79 0
104 81 0
104 82 0
104 84 0
104 86 0
104 87 0
104 89 0
104 90 0
104 92 0
104 93 0
104 94 0
105 95 0
106 95 0
107 96 0
108 96 0
109 96 0
111 96 0
114 96 0
117 96 0
121 95 0
124 94 0
126 93 0
127 92 0
128 92 0
127 92 0
.PEN_UP
