.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
99 61 0
99 61 0
99 65 0
99 68 0
100 75 0
100 83 0
100 93 0
100 103 0
101 112 0
102 122 0
103 131 0
104 139 0
106 146 0
106 150 0
106 152 0
106 151 0
106 147 0
106 143 0
106 139 0
106 134 0
104 128 0
104 123 0
104 118 0
104 113 0
104 106 0
104 101 0
102 96 0
102 93 0
102 89 0
102 86 0
102 84 0
102 82 0
102 80 0
102 78 0
102 76 0
102 74 0
102 72 0
102 71 0
102 70 0
102 69 0
103 68 0
105 66 0
106 65 0
108 64 0
109 64 0
110 64 0
111 64 0
112 64 0
114 64 0
116 66 0
119 68 0
121 70 0
122 73 0
124 75 0
125 78 0
126 81 0
127 84 0
127 86 0
127 89 0
126 93 0
125 96 0
124 98 0
122 100 0
120 102 0
119 103 0
118 103 0
117 104 0
116 104 0
114 104 0
112 104 0
109 104 0
108 104 0
106 104 0
105 104 0
104 104 0
103 104 0
102 104 0
101 104 0
.PEN_UP
