.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
124 64 0
124 64 0
123 64 0
123 63 0
123 62 0
123 61 0
122 61 0
121 60 0
120 59 0
117 58 0
115 58 0
112 58 0
111 58 0
108 58 0
107 58 0
105 58 0
104 58 0
103 60 0
102 62 0
101 63 0
100 65 0
100 68 0
100 70 0
100 73 0
100 75 0
100 76 0
101 77 0
102 79 0
103 79 0
104 79 0
105 79 0
106 79 0
108 79 0
110 79 0
112 78 0
114 77 0
116 76 0
117 75 0
118 74 0
119 74 0
119 73 0
119 72 0
119 71 0
119 70 0
119 69 0
119 68 0
119 67 0
120 67 0
120 66 0
120 69 0
120 71 0
120 75 0
120 80 0
120 85 0
120 90 0
121 96 0
121 101 0
121 106 0
121 110 0
121 113 0
121 114 0
121 115 0
122 113 0
124 109 0
126 105 0
128 99 0
131 94 0
133 91 0
134 88 0
135 87 0
.PEN_UP
