.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
117 84 0
117 84 0
116 84 0
114 83 0
111 82 0
108 82 0
104 82 0
100 82 0
97 82 0
93 82 0
89 85 0
87 87 0
86 89 0
85 92 0
84 95 0
84 96 0
84 98 0
84 99 0
84 101 0
84 102 0
85 102 0
86 103 0
87 103 0
88 103 0
90 103 0
92 103 0
95 103 0
99 102 0
103 101 0
105 100 0
108 98 0
110 97 0
111 94 0
112 92 0
114 88 0
115 86 0
117 82 0
119 79 0
120 75 0
121 72 0
122 68 0
122 65 0
122 61 0
122 59 0
122 58 0
122 56 0
122 55 0
121 55 0
120 57 0
120 61 0
118 66 0
118 70 0
118 75 0
118 80 0
118 84 0
118 88 0
118 91 0
118 94 0
118 96 0
118 97 0
119 99 0
120 100 0
121 100 0
121 101 0
123 102 0
125 102 0
126 102 0
129 102 0
132 102 0
134 102 0
136 102 0
137 101 0
.PEN_UP
