.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
62 65 0
62 65 0
62 68 0
63 71 0
64 77 0
65 82 0
67 89 0
69 95 0
71 101 0
73 106 0
75 109 0
76 111 0
76 112 0
77 112 0
79 110 0
82 108 0
86 104 0
91 101 0
96 95 0
98 90 0
100 83 0
101 78 0
101 73 0
101 67 0
100 65 0
99 62 0
98 60 0
97 60 0
96 60 0
95 60 0
93 63 0
93 66 0
92 69 0
92 73 0
92 76 0
94 78 0
97 80 0
101 81 0
106 82 0
113 82 0
120 82 0
124 79 0
127 79 0
.PEN_UP
