.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
142 54 0
142 54 0
142 53 0
141 52 0
139 50 0
136 49 0
132 48 0
127 48 0
122 48 0
115 48 0
111 48 0
106 49 0
104 50 0
101 53 0
98 56 0
95 61 0
93 66 0
92 70 0
92 72 0
93 74 0
94 76 0
96 77 0
98 79 0
100 80 0
103 80 0
107 80 0
111 79 0
115 78 0
118 77 0
122 76 0
125 74 0
127 73 0
129 71 0
129 69 0
130 68 0
131 66 0
131 65 0
131 64 0
132 62 0
133 61 0
133 60 0
133 59 0
133 58 0
133 57 0
133 56 0
133 59 0
131 64 0
131 67 0
129 73 0
129 78 0
129 83 0
127 88 0
127 97 0
127 105 0
127 114 0
127 120 0
127 127 0
127 131 0
126 135 0
125 137 0
124 138 0
122 140 0
120 141 0
118 141 0
117 141 0
116 140 0
114 139 0
112 137 0
109 135 0
107 132 0
104 129 0
101 128 0
99 126 0
98 125 0
98 124 0
97 124 0
96 123 0
95 121 0
95 119 0
95 116 0
95 115 0
94 112 0
94 110 0
94 108 0
94 107 0
94 106 0
94 105 0
94 104 0
94 103 0
94 102 0
95 101 0
96 100 0
97 99 0
98 99 0
99 99 0
100 99 0
102 100 0
104 101 0
105 103 0
108 104 0
110 105 0
111 106 0
111 107 0
111 108 0
111 109 0
.PEN_UP
