.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
119 68 0
119 68 0
119 70 0
119 73 0
119 78 0
119 84 0
119 89 0
120 94 0
120 101 0
121 106 0
121 112 0
121 115 0
121 119 0
121 122 0
121 124 0
121 126 0
119 129 0
118 129 0
117 131 0
116 131 0
115 131 0
114 131 0
113 131 0
112 130 0
110 128 0
108 126 0
105 122 0
103 119 0
100 116 0
99 114 0
98 112 0
97 110 0
96 108 0
.PEN_UP
