.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
97 73 0
97 73 0
97 72 0
98 71 0
99 69 0
101 68 0
102 67 0
102 66 0
102 65 0
102 68 0
102 70 0
103 75 0
103 82 0
103 89 0
103 94 0
104 100 0
104 103 0
104 107 0
104 110 0
104 112 0
104 115 0
104 118 0
103 119 0
101 120 0
99 121 0
95 122 0
93 122 0
90 122 0
87 121 0
85 119 0
82 117 0
80 115 0
78 113 0
76 110 0
75 109 0
75 108 0
75 107 0
74 107 0
.PEN_UP
