.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
85 107 0
85 107 0
85 106 0
86 105 0
90 102 0
96 98 0
102 94 0
110 87 0
117 81 0
122 76 0
125 72 0
126 69 0
127 67 0
127 66 0
127 65 0
127 64 0
126 64 0
125 63 0
123 62 0
119 62 0
115 62 0
112 62 0
110 62 0
108 64 0
107 66 0
105 69 0
104 71 0
104 73 0
104 76 0
104 77 0
105 80 0
106 82 0
108 84 0
110 85 0
111 88 0
114 90 0
115 93 0
117 96 0
119 98 0
121 101 0
122 103 0
122 104 0
122 105 0
122 106 0
121 107 0
120 108 0
119 108 0
118 108 0
116 108 0
115 108 0
112 108 0
109 108 0
106 107 0
105 106 0
103 106 0
.PEN_UP
