.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
84 65 0
84 65 0
84 68 0
84 71 0
84 75 0
84 80 0
84 85 0
84 89 0
84 93 0
84 96 0
84 97 0
84 99 0
84 100 0
84 99 0
84 97 0
84 95 0
85 91 0
86 88 0
88 84 0
90 81 0
91 78 0
93 76 0
95 74 0
95 73 0
96 72 0
97 72 0
98 71 0
98 70 0
99 69 0
100 69 0
100 68 0
101 67 0
103 66 0
104 66 0
105 66 0
106 66 0
107 66 0
109 67 0
110 69 0
111 72 0
112 74 0
114 77 0
115 80 0
116 83 0
117 85 0
119 89 0
120 93 0
121 99 0
122 102 0
123 104 0
124 107 0
124 108 0
123 108 0
.PEN_UP
