.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
118 84 0
118 84 0
118 83 0
118 82 0
118 81 0
118 79 0
118 78 0
118 76 0
118 74 0
117 74 0
117 73 0
116 72 0
114 71 0
113 71 0
111 70 0
108 70 0
107 70 0
106 70 0
104 70 0
104 71 0
102 72 0
100 73 0
98 74 0
97 76 0
96 78 0
95 80 0
94 81 0
94 83 0
94 85 0
94 86 0
94 89 0
94 91 0
94 94 0
94 97 0
94 100 0
94 101 0
96 104 0
98 106 0
100 107 0
101 108 0
103 109 0
106 110 0
108 110 0
110 110 0
112 110 0
113 109 0
114 108 0
115 107 0
116 106 0
116 105 0
117 103 0
117 102 0
117 100 0
117 99 0
117 97 0
117 95 0
117 94 0
117 92 0
117 91 0
117 90 0
117 89 0
117 88 0
117 90 0
117 94 0
117 97 0
117 99 0
117 101 0
119 104 0
120 106 0
121 107 0
123 109 0
123 110 0
124 111 0
126 111 0
126 112 0
128 113 0
129 113 0
130 113 0
132 113 0
133 113 0
134 113 0
135 113 0
136 113 0
137 113 0
.PEN_UP
