.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
115 52 0
115 52 0
115 51 0
112 50 0
108 49 0
104 49 0
101 49 0
98 49 0
96 49 0
95 49 0
94 49 0
94 50 0
92 52 0
91 53 0
90 55 0
89 58 0
89 59 0
89 61 0
89 64 0
89 66 0
89 68 0
91 71 0
93 74 0
94 75 0
96 76 0
97 77 0
98 78 0
100 78 0
102 78 0
106 78 0
109 78 0
111 78 0
115 77 0
117 76 0
119 75 0
119 73 0
119 72 0
119 71 0
119 69 0
119 66 0
119 65 0
119 63 0
119 62 0
119 60 0
119 59 0
118 58 0
118 57 0
117 56 0
117 55 0
116 54 0
116 53 0
116 55 0
117 56 0
118 59 0
120 61 0
122 64 0
123 67 0
125 69 0
126 71 0
128 73 0
130 74 0
133 76 0
134 77 0
137 78 0
141 79 0
144 80 0
147 80 0
150 80 0
152 80 0
153 79 0
154 79 0
153 79 0
.PEN_UP
