.VERSION 1.0
.HIERARCHY CHARACTER
.COORD X Y T
.SEGMENT CHARACTER
.X_POINTS_PER_INCH 100
.Y_POINTS_PER_INCH 100
.POINTS_PER_SECOND 75
.H_LINE 2760 3280
.V_LINE 2320 2840
.PEN_DOWN
76 64 0
76 64 0
77 64 0
78 64 0
85 65 0
94 66 0
101 68 0
108 69 0
113 69 0
116 69 0
117 69 0
118 69 0
117 69 0
115 71 0
112 74 0
109 80 0
106 84 0
102 90 0
97 96 0
93 100 0
90 103 0
87 105 0
85 108 0
83 110 0
82 111 0
81 111 0
80 111 0
79 110 0
79 109 0
79 108 0
79 105 0
79 102 0
80 99 0
83 98 0
86 97 0
89 97 0
91 97 0
97 101 0
103 105 0
110 110 0
118 115 0
121 117 0
124 118 0
127 118 0
129 118 0
130 116 0
131 115 0
132 115 0
132 114 0
132 113 0
132 112 0
132 111 0
.PEN_UP
